ID,Price,Condition,Brand,Model,Edition,Operating System,Memory,Network,SIM Support,RAM,No. of Camera,Screen Size,Battery,Processor,Item type,Features,Description
478,31000,Used,Apple,iPhone 11,,iOS,256 GB,,,,,,,Google Tensor,,,Iphone 11- purple | 64 Gb | Display issue | Rs. 31000
479,95000,Used,Apple,iPhone 14,14,iOS,,,,,,,,,,,I phone 14 | Full set | Battery 87 | 128 GB
480,515000,Brand New,Apple,iPhone 17 Pro Max,,,,,,,,,,,,,✅ I PHONE 17PRO MAX | ✅ 1 TB STORAGE | ✅ ACTIVE ONLY NOT USED | ✅ CHARGING CYCLE 0 | ✅ EXCHANGE OK 👍 | ✅ ALL I PHONE AVAILABLE | ✅ PHONE TO PHONE REPLACE WARRANTY | ✅ CREDIT CARD 💳 DEBIT PAYMENT EAPCET | ✅ LOCATION 📍KANDY AKURANA | ✅ APPLE TOUCH
481,46500,Used,Apple,iPhone XS Max,256GB,iOS,256 GB,,,,,,,,,,iPhone XS Max | 256gb | Original display | Battery replace | Phone mint condition
482,130000,Used,Apple,iPhone 12 Pro Max,256GB,iOS,256 GB,5G,Single SIM,,Triple,Above 6 inches,4000 mAh,,,"USB Type-B Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS","supper condition, phone and cable only (92% battery helth)"
483,30000,Used,Apple,iPhone X,,iOS,64 GB,4G,Single SIM,2 GB,Dual,5.1 to 6 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",Kuliyapitiya | Rs 30000
484,132500,Used,Apple,iPhone 13 Pro Max,256GB,iOS,256 GB,5G,Dual SIM,,Triple,,,,,,Iphone 13 Pro Max 256GB | 100% all parts are genuine | 82 % helth  1day use karanna puluwan bya nthuwa | Supiriyk soynnekuta | Me gnata kohewath na ithin
485,82000,Used,Apple,iPhone 11 Pro,256GB,,,,,,,,,,,,Iphone 11 pro | battery health 93% | 256gb | phone galawalawth mkth krla na ona widht check krla balela gnne puluwn | wm
486,62500,Used,Apple,iPhone 13 mini,128GB,iOS,128 GB,5G,Dual SIM,4 GB,Dual,,,,,"Fast Charging, Bluetooth, Wifi, GPS",📱 iPhone 13 Mini – 128GB | Pink | • Phone only | • Genuine Back glass replaced | • All sensors & functions working | • No other errors | • Battery health 67% | 🚨No Exchange possible! | Note 📍: Screen has some light scratches
487,32500,Used,Apple,iPhone SE 2,Apple,iOS,64 GB,5G,Dual SIM,4 GB,,5.1 to 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone SE 2 | Urgent 🚨 | Not a scratch on the phone | Brand new condition ✨ | Call or WhatsApp for more Info.
488,100000,Used,Apple,iPhone 14,,iOS,128 GB,5G,,,Dual,,,,,,iPhone 14 | Battery health 81 (original ) | Face ID 💯 | 128 GB
489,69000,Used,Apple,iPhone 11,256GB,iOS,256 GB,,,,Dual,,,,,,🔴used in America🇺🇲 japan 🇯🇵canda 🇨🇦 | 🔴Brand new condition | 🔴phone charger & cable with box | 🔴Battery  85%_100% | 🔴All sensors 100% work | 🔴face unlock 100% | 🔴cradit & Debit card payment accepted | 🔴Location _near dialog Arcade | 🔴Not used in Sri Lanka
490,44000,Used,Apple,iPhone XS,256GB,iOS,256 GB,VoLTE,Single SIM,,,,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",I phone 256gb LL/A version | full set with box | face id 100%😍 | camera 100%😍 | thruetone 100%😍 | batry replaced 100% | all original parts | no any error | girl used phone | phone in good condition 😍❤️ | call more details
491,49000,Used,Apple,iPhone 11,128GB,iOS,128 GB,5G,Single SIM,4 GB,Dual,4 to 5 inches,4000 mAh,,,,"අව්ල් මොකුත් නෑ | Battery replaced programmed 93% | තව පොන් එකක් තියන නිසා මේක දෙන්නේ | Ex krnne, ලාස්ට් price | 49,000/-"
492,36000,Used,Apple,iPhone X,,iOS,64 GB,4G,Single SIM,4 GB,Dual,,,,,,I phone x full sex | 64gb storage | Face id ✅ | Tru tone ✅ | No errors 🚫 | Battery health 88% | USA 🇦🇮 version | Condition 100%
493,160000,Used,Apple,iPhone 14 Pro,14 pro,iOS,256 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,,,,,iPhone 14 pro 256GB Dual sim. | - Original apple store purchased. | - Physical dual sim. | - Face ID. | - No any errors. | - Battery 74% (still can use almost a day) | - With box and full set. | - Selling due to upgrade.
494,260000,Used,Apple,iPhone 16 Pro,Apple,iOS,256 GB,,,,Triple,,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi",I phone 16 pro 256gb | Not use srilanka | Conditions 100% | Battery health 100 | Cycle count 200 | Rs 260000
495,70000,Used,Apple,iPhone 11 Pro,Midnight Green,iOS,256 GB,4G,Single SIM,4 GB,Quad,5.1 to 6 inches,4000 mAh,,,,Urgent ‼️ | Exchange For 15Pro or 15Pro Max | All Parts Original / Nothing Replaced | Battery 🔋 83% | True Tone 💯 | Condition 💯 | No Any Errors | Call ☎️
496,120000,Used,Apple,iPhone 12 Pro Max,256GB,iOS,256 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,4000 mAh,,,,Phone එක හොඳටම තියනවා | Bh 89% | සයිකල් කවුන් එක 352 | කිසිම රෙපෙයාර් එකක් නෑ | කේබල් එකයි ෆෝන් එකයි විතරයි | Ex කරනවා අතෙන් ගාණක් එන ඒවට
497,49000,Used,Apple,iPhone XS,Apple,,256 GB,,Single SIM,,,,,,,,Good phone with good price
498,29500,Used,Apple,iPhone SE 2,LL/A,iOS,64 GB,5G,Single SIM,,,,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",Iphone se2 | 64GB Storge | LL/A version 🇦🇺 | Battery helth 80% original | Cheese condition 🧀🫠 | Fingerprint and all sencer working perfect | All Parts original 💯 | No any errors | Call more ditels 📥 | Location Panadura 📌
499,88000,Used,Apple,iPhone 13,,,128 GB,,,,,,,,,,*I Phone 13* | Midnight Blue | 128 GB | Original Battery - 83 | All Parts Original | Brand New Condition | Phone And Charger
500,57000,Used,Apple,iPhone 12,,iOS,,5G,Dual SIM,,,,,,,,Iphone 12 | 64GB | Face id 100%✅ | Battery Health 78%(Original Battery) | Original Display✅ | No exchange...last price dala thiyenne..repubrished phone ekak nemei genuine unit ekak✅ | No any error...all parts original...phone eka | galawalawath na ona widiyakata check karala ganna puluwan✅
501,175000,Used,Apple,iPhone 14 Pro,256GB,,,,,,,,,,,,All parts genuine | Battery health 84% | No any replacement | Zp/A version | 256Gb | Full set box without charger cable only | No exchange
502,47000,Used,Apple,iPhone X,256GB,iOS,256 GB,VoLTE,Single SIM,3 GB,Dual,5.1 to 6 inches,,,,,Cheese Condition 🧀 හොදටම තියනවා | 🤍256GB | 🤍Battry health - 85 | 🤍Country - JA | 🤍Model number - M | 🤍Original Display
503,175000,Used,Apple,iPhone 14 Pro Max,,iOS,256 GB,,,,,,,,,,iPhone 14 Pro Max - 256 GB | Space black | AA/A | Battery health - 80 | Full set & Same IMEI Box
504,52000,Used,Apple,iPhone 11 Pro,Apple,,,,,,,,,,,,256GB | Trincomalee
505,35500,Used,Apple,iPhone X,Apple,iOS,64 GB,4G,Dual SIM,4 GB,Dual,,,,,,IPHONE X | STORAGE 64 GB | BATTERY HELTH 100% | ORIGINAL DISPLAY ✅ | NO ANY ERRO | FACE ID 100 % | BOX & PHONE | LOW PRICE DM
506,15000,Used,Apple,iPhone 6,,iOS,64 GB,4G,Single SIM,,Dual,,,,,"USB Type-B Port, Fast Charging, Bluetooth, Wifi",Finger Print Not Working. | Battery health %🔋
507,54990,Used,Apple,iPhone 11,64GB,,,,,,,,,,,,"📢📢📢𝐓𝐡𝐞𝐬𝐞 𝐩𝐫𝐢𝐜𝐞𝐬 𝐦𝐚𝐲 𝐜𝐡𝐚𝐧𝐠𝐞 𝐚𝐭 𝐚𝐧𝐲 𝐠𝐢𝐯𝐞𝐧 𝐦𝐨𝐦𝐞𝐧𝐭 𝐝𝐞𝐩𝐞𝐧𝐝𝐢𝐧𝐠 𝐨𝐧 𝐭𝐡𝐞 𝐜𝐮𝐫𝐫𝐞𝐧𝐜𝐲 𝐩𝐫𝐨𝐛𝐥𝐞𝐦 𝐩𝐫𝐞𝐯𝐚𝐢𝐥𝐢𝐧𝐠 𝐢𝐧 𝐭𝐡𝐞 𝐜𝐨𝐮𝐧𝐭𝐫𝐲📢📢📢 | 📢📢📢රටේ පවතින මුදල් ගැටලුව මත මෙම මිල ගණන් ඕනෑම මොහොතක වෙනස් විය හැක📢📢📢 | 🔹🔹🔹 NEW YEAR SEASON OFFER 🔹🔹🔹 | 1 MONTH 1 To 1 Replacement Warranty And #LIFETIME SOFTWERE & SEVICES STYLE FIX POWER WARRANTY | 📣 මහරගම නගරයේ වසර 15ක විශ්වාසය දිනාගනිමින්,ලංකාවේ ප්‍රථම වතාවට 𝙇𝙄𝙁𝙀𝙏𝙄𝙈𝙀 𝙎𝙊𝙁𝙏𝙒𝘼𝙍𝙀 & 𝙎𝙀𝙍𝙑𝙄𝘾𝙀𝙎 𝙒𝘼𝙍𝙍𝘼𝙉𝙏𝙔 ̲ ලබා දෙන්නේ අප පමණි. තරඟකාරී අවම මිල ගණන් යටතේ ඔබට සියලුම වර්ගයේ ජංගම දුරකථන දැන් ඔබට වට්ටම් සහිතව සිදුකරගත ගත හැක .📣 | 📣 දිවයිනේ ප්‍රතම වතාවට LIFETIME SOFTWARE WARRENTY 📣 | 📣 යුරෝපයෙන් ආනයනය කරන ලද 💯 හොදම තත්වයේ දුරකතන 📱 | 📣STYLE MOBILE MAHARAGAMA ශාකාවේ 5 වෙනි සංවත්සරය නිමිත්තෙන් දිවයිනේ අඩුම මිල සහතිකය හා වැඩිම වගකීම් කාල සීමාව සමගින් නවතම කාර්යමණ්ඩලයත් සමගින් පෙරටත් වඩා පාරිභෝගික සේවාව අපි ඔබට පිරිනමන්නෙමු. 📣 | 🔵🔵🔵 APPLE IPHONE 11 64GB OFFER45| NEW STOCK | 64GB ROM | ABOVE 90% BATTERY HEALTH | 1 MONTH 1 TO 1 REPLACEMENT WARRENTY + LIFETIME SERVICE & SOFTWERE WARRENTY 🔵🔵🔵 | 𝗡𝗢𝗧𝗘 - මෙම දුරකතන කිසිවක් ලංකාවේ EXCHANGED කරන ලද දුරකතන නොවන බව හා 100% යුරෝපයෙන් (UK ,USA) ආනයනය කරන ලද දුරකතන බව සලකන්න. | 100% IMPORTED | 100% BRANDNEW CONDITION | 100% ORIGINAL | BATTERY, DISPLAY, HOUSING 100% ORIGINAL. NO ANY REPLACEMET. | ## APPLE IPHONE 11 64GB ## | BATTERY HEALTH 83% | GOOD CONDITION UNIT(1 WEEK WARRENTY) | 54990/= | BATTERY HEALTH 88% UP | GOOD CONDITION UNIT(1 WEEK WARRENTY) | 59990/= | GOOD CONDITION UNIT(1 MONTH WARRENTY) | 60990/= | ### APPLE IPHONE 11 128GB ### | BATTERY HEALTH 70%| WATER SEALED | GOOD CONDITION UNIT|NO BATTERY ISSUE(1 WEEK WARRANTY) | 56990/= | BATTERY HEALTH 77%| WATER SEALED | FULSET SAME IMEI BOX (1 WEEK WARRANTY) | 59990/= | BATTERY HEALTH 86%| ORIGINAL BATTAERY|RED | GOOD CONDITION UNIT|PURPLE(1 WEEK WARRANTY) | 64990/= |NO BATTERY WARRANTY | BATTERY HEALTH 88% UP| ORIGINAL BATTAERY | BRANDNEW CONDITION UNIT(1 WEEK WARRENTY) | 67990/= | BRANDNEW CONDITION UNIT(1 MONTH WARRENTY) | 68990/= | ### APPLE IPHONE 11 256GB ### | BATTERY HEALTH 80% - 83% | ORIGINAL BATTERY | GOOD CONDITION UNIT(1 WEEK WARRENTY) | 65990/= | BATTERY HEALTH 85% | ORIGINAL BATTERY | GOOD CONDITION UNIT(1 WEEK WARRENTY) | 70990/= | BATTERY HEALTH 88% UP | ORIGINAL BATTERY | GOOD CONDITION UNIT(1 WEEK WARRENTY) | 72990/= | GOOD CONDITION UNIT(1 MONTH WARRENTY) | 73990/= | (Condition Apply) | (Price can be go up&down day by day .please call us to get special discount price today ) | 📢📢📢𝐓𝐡𝐞𝐬𝐞 𝐩𝐫𝐢𝐜𝐞𝐬 𝐦𝐚𝐲 𝐜𝐡𝐚𝐧𝐠𝐞 𝐚𝐭 𝐚𝐧𝐲 𝐠𝐢𝐯𝐞𝐧 𝐦𝐨𝐦𝐞𝐧𝐭 𝐝𝐞𝐩𝐞𝐧𝐝𝐢𝐧𝐠 𝐨𝐧 𝐭𝐡𝐞 𝐜𝐮𝐫𝐫𝐞𝐧𝐜𝐲 𝐩𝐫𝐨𝐛𝐥𝐞𝐦 𝐩𝐫𝐞𝐯𝐚𝐢𝐥𝐢𝐧𝐠 𝐢𝐧 𝐭𝐡𝐞 𝐜𝐨𝐮𝐧𝐭𝐫𝐲📢📢📢 | 📢📢📢රටේ පවතින මුදල් ගැටලුව මත මෙම මිල ගණන් ඕනෑම මොහොතක වෙනස් විය හැක📢📢📢 | 👍 We accept credit card and debit card payments. 👍 | ⏱ 12 Month installment plan available for credit card holders.(CONDITION APPLY) | 𝙉𝙊𝙏𝙀 :-* 𝘼𝙡𝙡 𝙤𝙪𝙧 𝙥𝙧𝙤𝙙𝙪𝙘𝙩𝙨 𝙖𝙧𝙚 👌 100% 👌 𝘽𝙧𝙖𝙣𝙙-𝙉𝙚𝙬 𝙊𝙧𝙞𝙜𝙞𝙣𝙖𝙡. 𝙒𝙚 𝘿𝙊 𝙉𝙊𝙏 𝙨𝙚𝙡𝙡 𝙧𝙚𝙛𝙪𝙧𝙗𝙞𝙨𝙝𝙚𝙙 𝙤𝙧 𝙛𝙖𝙠𝙚 𝙥𝙧𝙤𝙙𝙪𝙘𝙩𝙨 𝙖𝙩 𝙤𝙪𝙧 𝙤𝙪𝙩𝙡𝙚𝙩. | (ඔබ කොළඹ නගරය තුළ සිටින අයෙකු නම්, පැය 3ක් වැනි කෙටි කාලයක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැකි අතර එය ලැබුණු පසුව ගෙවීම් කළ හැක. | ඔබ ශ්රී ලංකාවේ වෙනත් ප්රදේශයක සිටින අයෙකු නම් පැය 24ක් තුළදී භාණ්ඩය ඔබ වෙත ගෙන්වා ගත හැක.) | 𝙈𝘼𝙄𝙉 𝘽𝙍𝘼𝙉𝘾𝙃 - | "" 𝙎𝙩𝙮𝙡𝙚 𝙈𝙤𝙗𝙞𝙡𝙚 "" | 𝙉𝙊, 8 , 𝙋𝙄𝙇𝙄𝙔𝘼𝙉𝘿𝘼𝙇𝘼 𝙍𝙊𝘼𝘿, | 𝙈𝘼𝙃𝘼𝙍𝘼𝙂𝘼𝙈𝘼. | ( රොනිකෝ GRINDING MILLS , රන්ජනී SALOON , නවරත්න ෆාමසි , යාබද BUILDING , OPPOSIT පන්නිපිටිය උකස්කරුවෝ ) | 📢මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි. | 📢මෙම දීමනා මිලදී ගැනිමෙදි මෙම post එක ඉදිරිපත් කරන්න."
508,79000,Used,Apple,iPhone 11 Pro Max,,iOS,256 GB,4G,Single SIM,8 GB,Triple,Above 6 inches,5000 mAh,,,,Good condition
509,73500,Used,Apple,iPhone 13 mini,Apple,iOS,128 GB,5G,,6 GB,,,,,,,Iphone 13 mini 128gb | කිසිම අවුල්ක් නැ | සල්ලි හදිස්සියක් නිසා දෙන්නෙ | Disply change brandnew display තියෙන්නෙ | ගාන එහා මෙහා කරගන්න පුලුවන්. Whatsapp massage එකක් දාන්න
510,40000,Used,Apple,iPhone XR,iPhone XR,iOS,128 GB,4G,Dual SIM,3 GB,,5.1 to 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS, Infrared port",iPhone XR | No errors | 128 | box charger and cable | Freshly replaced battery | Backglass cracked | Ex ok
511,163900,Used,Apple,iPhone 15,Iphone 15,iOS,128 GB,5G,Dual SIM,,Dual,,,,,"Fast Charging, Expandable Memory, Bluetooth, Wifi","Price down,,, hurry up.....‼️ | Iphone 15 🍎 | 128GB | Rs. 163900/= | කොපි කල හැක සම කල නොහැක | ඔරියන්ට් මොබයිල්. | # Company Warranty, | # Trcsl Approved , | ✔ 100% Brand New Sealed Box With Untouched Original Accessories.😎 | ★International Version | ★ Brand new Sealed Pack | ★ 100% Genuine | ★ Original  Phones | ★ Warranty (Hardware & Software). | ★ The Lowest Price in Sri Lanka | ★ Delivery Can Be Arranged⚡⚡⚡🤩 | ##Credit Card Payment & Credit Card Installment Available.⚡ | දවසින් දවස මිල ගනන් වෙනස්වේ අඩුම මිල ගනන්සදහා අපව අමතන්න | මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි*** | මෙම දීමනා මිලදී ගැනිමෙදි මෙම post එක ඉදිරිපත් කරන්න. | 🏷දිවයිනේ ඕනෑම ප්‍රදේශයකට ඩිලිවරි කරනු ලැබේ . | 🏷දුරකතනය ලැබුනු පසු මුදල් ගෙවීමේ හැකියාව. | 🏷වැඩකරන දින 3ක් ඇතුලත ඔබේ අතටම දුරකතනය ලැබේ. | 🏷අනුරාධපුරයට ආසන්නයේ ඔබ සිටීනම් ඔබට පැමින දුරකතන ලබා ගත හැක . | 🚀ඔබට දුරකථනයක් ගෙන්වා ගැනීමට අවශ්‍ය නම් | ◻️නම | ◻️ලිපිනය | ◻️දුරකතන අංක 2ක් | ◻️හැaàදුනුම්පත් අංකය | ◻️හැදුනුම්පතේ චායාරූපයක්. | With | +  වට්සැප් මැසේජ් එකක් | ##ලංකාවේ අඩුම සහ හොදම මිල..## | No 1 Retailer in Anuradhapura  Sri Lanka ,,,##The Orient mobile##,,, | "" මතකනේ Place එක ??? | Orient Mobile Anuradhapura :- | 🚧 561/8 විදුලි බල මණ්ඩලය ඉදිරිපිට,මෛත්‍රිපාල සේනානායක මාවත,නව බස් නැවතුම්පළ, අනුරාධපුරය | ( අනුරාධපුර Domino's Pizza අසළ ) | ☎️ | Orient Mobile Thambuttegama :- | 🚧 322 කොමර්ෂල් බැංකුව | ඉදිරි පිට,   කුරුණෑගල පාර | රැජින හංදිය | තඹුත්තේගම. | (වාසනා කේක් කඩය අසල) | ☎️ | ● ORIENT MOBILE - SINCE 2010 ● | ●ලංකාවේ අඩුම සහ හොදම මිල | 🇱🇰No 1 Retailer in Anuradhapura & Thabuttegama, Sri Lanka. | 🤍"" රජරටින් හොඳම ෆෝන් අඩුම මිලට Orient Mobile Srilanka වෙතින්ම පමණයි!!."""
512,178500,Used,Apple,iPhone 14 Pro,,,,,,,,,,,,,Apple 14 Pro | 256GB💥 | All Parts Orginal With Box | Quick Sale
513,200000,Used,Apple,iPhone 16 Plus,128GB,iOS,128 GB,5G,Dual SIM,8 GB,Dual,Above 6 inches,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",Iphone 16 plus (128) black colour | Brand new (only unsealed) | With 10months apple care waranty | Screen protector and back cover attached | With original 20w power adapter | Can provide original receipts
514,102000,Used,Apple,iPhone 12 Pro Max,5G 256GB,iOS,256 GB,5G,Dual SIM,8 GB,Triple,Above 6 inches,5000 mAh,Kirin,,Fast Charging,Iphone 12 Pro Max 256GB | USA Version | Original Display | Face ID / Truetone ✅ 💯 | Original Battery health 80% | No errors all original parts
515,63000,Used,Apple,iPhone 11,128GB,,,,,,,,,Google Tensor,,,"Iphone 11 128GB | ⭕⭕⭕ ＭＯＢＩＬＥ ＳＭＡＲＴ ⭕⭕⭕ | 💯 IMPORTED PHONES | 💯 ආනයනය කරන ලද හොදම තත්වයේ දුරකතන (SINGAPORE) | ✔️✔️✔️100% 𝙊𝙍𝙄𝙂𝙄𝙉𝘼𝙇 ✔️✔️✔️ | ✔️✔️✔️100% 𝙄𝙈𝙋𝙊𝙍𝙏𝙀𝘿 ✔️✔️✔️ | ✔️✔️✔️100% 𝙒𝙄𝙏𝙃 𝙒𝘼𝙍𝙍𝙀𝙉𝙏𝙔 ✔️✔️✔️ | ✔️✔️✔️100% 𝗕𝗥𝗔𝗡𝗗𝗡𝗘𝗪 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡 ✔️✔️✔️ | APPLE IPHONE 11 128GB STOCK 15 | 🔘 APPLE IPHONE 11 | 🔘 128GB | 🔘 14 DAYS 1 TO 1 REPLACE OR HARDWARE WARRENTY | 🔘 1 YEAR SOFTWARE AND SERVICE WARRENTY | 128GB | B GRADE CONDITION UNIT ONLY 63,000 | A+ CONDITION UNIT ONLY 66,000 | 256GB | A+ CONDITION UNIT ONLY 69,000 | - CREDIT & DEBIT CARD PAYMENT ACCEPTED | - KOKO PAYMENT ACCEPTED | SHOP LOCATION - 551/2 PITA KOTTE, KOTTE | (near fab, dominos) | 📦 📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦 | CACH ON DELIVERY AVAILABLE WITHIN 3 HOURS ( ONLY COLOMBO AREA ) | OUTSIDE OF COLOMBO CAN BE ARRANGE DELIVERY WITHIN 24 HOURS | කොළඹ අවට නම් පැය 3ක් ඇතුලත දුරකතනය ඔබේ ලගටම ගෙන්වා ගත හැක. | දුරකතනය ඔබට ලැබුනු පසු මුදල් ගෙවීම සිදු කල හැක. | කොළඹින් පිටත නම් මුදල් ගෙවූ පසු පැය 24ක් ඇතුලත ගෙන්වා ගත හැක. | 📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦"
516,225000,Used,Apple,iPhone 15 Pro Max,256GB,iOS,256 GB,5G,Single SIM,8 GB,Triple,Above 6 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS, Infrared port",IPhone 15 Pro Max 256GB Used | 256GB Storage | 8GB Ram | Color: Titanium Gray | Box: N/A | Original Battery | Slightly used in good condition | Selling because of an upgrade
